"Udic"|"27658499"|"12224232"
"Aquic"|"27658500"|"12224233"
"Udic"|"27658501"|"12224234"
"Udic"|"27658502"|"12224235"
"Aquic"|"27658503"|"12224236"
"Udic"|"27658504"|"12224237"
"Aquic"|"27658505"|"12224238"
"Udic"|"27658506"|"12224239"
"Udic"|"27658507"|"12224240"
"Aquic"|"27658508"|"12224241"
"Udic"|"27658640"|"12224366"
"Aquic"|"27658641"|"12224367"
"Udic"|"27658642"|"12224368"
"Udic"|"27658643"|"12224369"
"Aquic"|"27658644"|"12224370"
"Udic"|"27658645"|"12224371"
"Aquic"|"27658646"|"12224372"
"Udic"|"27658647"|"12224373"
"Udic"|"27658648"|"12224374"
"Aquic"|"27658649"|"12224375"
"Udic"|"27658650"|"12224376"
"Aquic"|"27658651"|"12224377"
"Udic"|"27658652"|"12224378"
"Udic"|"27658653"|"12224379"
"Aquic"|"27658654"|"12224380"
"Udic"|"27658655"|"12224381"
"Aquic"|"27658656"|"12224382"
"Udic"|"27658657"|"12224383"
"Udic"|"27658658"|"12224384"
"Aquic"|"27658659"|"12224385"
"Udic"|"27658509"|"12224242"
"Aquic"|"27658510"|"12224243"
"Aquic"|"27658511"|"12224244"
"Udic"|"27658512"|"12224245"
"Udic"|"27658513"|"12224246"
"Udic"|"27658514"|"12224247"
"Aquic"|"27658515"|"12224248"
"Aquic"|"27658516"|"12224249"
"Udic"|"27658517"|"12224250"
"Udic"|"27658518"|"12224251"
"Udic"|"27658525"|"12224257"
"Aquic"|"27658526"|"12224258"
"Aquic"|"27658527"|"12224259"
"Udic"|"27658528"|"12224260"
"Udic"|"27658529"|"12224261"
"Udic"|"27658531"|"12224262"
"Aquic"|"27658532"|"12224263"
"Aquic"|"27658533"|"12224264"
"Udic"|"27658534"|"12224265"
"Udic"|"27658535"|"12224266"
"Udic"|"27658537"|"12224267"
"Aquic"|"27658538"|"12224268"
"Aquic"|"27658539"|"12224269"
"Udic"|"27658540"|"12224270"
"Udic"|"27658541"|"12224271"
"Udic"|"27658543"|"12224272"
"Aquic"|"27658544"|"12224273"
"Aquic"|"27658545"|"12224274"
"Udic"|"27658546"|"12224275"
"Udic"|"27658547"|"12224276"
"Aquic"|"27658571"|"12224299"
"Aquic"|"27658572"|"12224300"
"Udic"|"27658573"|"12224301"
"Aquic"|"27658574"|"12224302"
"Aquic"|"27658575"|"12224303"
"Udic"|"27658576"|"12224304"
"Udic"|"27658577"|"12224305"
"Udic"|"27658578"|"12224306"
"Udic"|"27658579"|"12224307"
"Aquic"|"27658580"|"12224308"
"Udic"|"27658591"|"12224318"
"Udic"|"27658592"|"12224319"
"Udic"|"27658593"|"12224320"
"Udic"|"27658594"|"12224321"
"Udic"|"27658595"|"12224322"
"Udic"|"27658596"|"12224323"
"Aquic"|"27658603"|"12224330"
"Udic"|"27658604"|"12224331"
"Udic"|"27658605"|"12224332"
"Aquic"|"27658606"|"12224333"
"Aquic"|"27658607"|"12224334"
"Udic"|"27658608"|"12224335"
"Udic"|"27658609"|"12224336"
"Aquic"|"27658610"|"12224337"
"Aquic"|"27658703"|"12224423"
"Udic"|"27658704"|"12224424"
"Udic"|"27658705"|"12224425"
"Aquic"|"27658706"|"12224426"
"Udic"|"27658725"|"12224445"
"Udic"|"27658726"|"12224446"
"Udic"|"27658727"|"12224447"
"Udic"|"27658765"|"12224477"
"Aquic"|"27658740"|"12224460"
"Udic"|"27658741"|"12224461"
"Udic"|"27658742"|"12224462"
"Aquic"|"27658743"|"12224463"
"Aquic"|"27658744"|"12224464"
