"mixed"|"27657149"|"21894086"
"mixed"|"27657150"|"21894087"
"mixed"|"27657151"|"21894088"
"mixed"|"27657152"|"21894089"
"mixed"|"27657153"|"21894090"
"mixed"|"27657182"|"21894117"
"mixed"|"27657183"|"21894118"
"mixed"|"27657184"|"21894119"
"mixed"|"27657185"|"21894120"
"mixed"|"27657186"|"21894121"
"mixed"|"27657187"|"21894122"
"mixed"|"27657188"|"21894123"
"mixed"|"27657189"|"21894124"
"illitic"|"27657252"|"21894185"
"illitic"|"27657253"|"21894186"
"mixed"|"27657272"|"21894205"
"mixed"|"27657273"|"21894206"
"mixed"|"27657274"|"21894207"
"mixed"|"27657275"|"21894208"
"mixed"|"27657280"|"21894213"
"mixed"|"27657281"|"21894214"
"mixed"|"27657282"|"21894215"
"mixed"|"27657283"|"21894216"
"mixed"|"27657284"|"21894217"
"mixed"|"27657286"|"21894218"
"mixed"|"27657287"|"21894219"
"mixed"|"27657288"|"21894220"
"mixed"|"27657289"|"21894221"
"mixed"|"27657290"|"21894222"
"mixed"|"27657291"|"21894223"
"mixed"|"27657293"|"21894224"
"mixed"|"27657294"|"21894225"
"mixed"|"27657295"|"21894226"
"mixed"|"27657296"|"21894227"
"mixed"|"27657297"|"21894228"
"mixed"|"27657298"|"21894229"
"mixed"|"27657299"|"21894230"
"mixed"|"27657306"|"21894237"
"mixed"|"27657307"|"21894238"
"mixed"|"27657308"|"21894239"
"mixed"|"27657309"|"21894240"
"mixed"|"27657310"|"21894241"
"mixed"|"27657311"|"21894242"
"mixed"|"27657314"|"21894243"
"mixed"|"27657315"|"21894244"
"mixed"|"27657316"|"21894245"
"mixed"|"27657317"|"21894246"
"mixed"|"27657322"|"21894251"
"mixed"|"27657323"|"21894252"
"mixed"|"27657324"|"21894253"
"mixed"|"27657325"|"21894254"
"mixed"|"27657365"|"21894294"
"mixed"|"27657366"|"21894295"
"mixed"|"27657367"|"21894296"
"mixed"|"27657368"|"21894297"
"mixed"|"27657369"|"21894298"
"mixed"|"27657370"|"21894299"
"mixed"|"27657371"|"21894300"
"mixed"|"27657372"|"21894301"
"mixed"|"27657373"|"21894302"
"mixed"|"27657374"|"21894303"
"mixed"|"27657375"|"21894304"
"mixed"|"27657376"|"21894305"
"mixed"|"27657377"|"21894306"
"mixed"|"27657378"|"21894307"
"mixed"|"27657379"|"21894308"
"mixed"|"27657380"|"21894309"
"mixed"|"27657381"|"21894310"
"mixed"|"27657392"|"21894321"
"mixed"|"27657393"|"21894322"
"mixed"|"27657394"|"21894323"
"illitic"|"27657398"|"21894327"
"illitic"|"27657399"|"21894328"
"mixed"|"27657400"|"21894329"
"mixed"|"27657453"|"21894380"
"mixed"|"27657454"|"21894381"
"mixed"|"27657455"|"21894382"
"mixed"|"27657474"|"21894401"
"mixed"|"27657475"|"21894402"
"mixed"|"27657476"|"21894403"
"mixed"|"27657477"|"21894404"
"mixed"|"27657478"|"21894405"
"mixed"|"27657479"|"21894406"
"mixed"|"27657480"|"21894407"
"mixed"|"27657481"|"21894408"
"mixed"|"27657482"|"21894409"
"mixed"|"27657483"|"21894410"
"mixed"|"27657484"|"21894411"
"mixed"|"27657485"|"21894412"
"mixed"|"27657486"|"21894413"
"mixed"|"27657487"|"21894414"
"mixed"|"27657488"|"21894415"
"mixed"|"27657555"|"21894478"
"mixed"|"27657556"|"21894479"
"mixed"|"27657557"|"21894480"
"mixed"|"27657558"|"21894481"
"mixed"|"27657559"|"21894482"
"mixed"|"27657560"|"21894483"
"mixed"|"27657561"|"21894484"
"mixed"|"27657562"|"21894485"
"mixed"|"27657563"|"21894486"
"mixed"|"27657564"|"21894487"
"mixed"|"27657565"|"21894488"
"mixed"|"27657566"|"21894489"
"mixed"|"27657567"|"21894490"
"mixed"|"27657568"|"21894491"
"mixed"|"27657569"|"21894492"
"mixed"|"27657570"|"21894493"
"mixed"|"27657571"|"21894494"
"mixed"|"27657572"|"21894495"
"mixed"|"27657573"|"21894496"
"mixed"|"27657574"|"21894497"
"mixed"|"27657575"|"21894498"
"mixed"|"27657576"|"21894499"
"mixed"|"27657577"|"21894500"
"mixed"|"27657578"|"21894501"
"mixed"|"27657579"|"21894502"
"mixed"|"27657580"|"21894503"
"mixed"|"27657581"|"21894504"
"mixed"|"27657582"|"21894505"
"mixed"|"27657583"|"21894506"
"mixed"|"27657584"|"21894507"
"illitic"|"27657586"|"21894508"
"illitic"|"27657587"|"21894509"
"illitic"|"27657588"|"21894510"
"illitic"|"27657589"|"21894511"
"illitic"|"27657590"|"21894512"
"illitic"|"27657591"|"21894513"
"illitic"|"27657592"|"21894514"
"illitic"|"27657593"|"21894515"
"illitic"|"27657594"|"21894516"
"illitic"|"27657595"|"21894517"
"illitic"|"27657596"|"21894518"
